,Domain,Length,asii_value,word_count,Vowel_Count,consonants,syllable_count,underscore,hyphen,tandi,tanv,count_n,count_v,count_adj,max_length_word,min_length_word,ratito_char,label
178,xhcemobcpcdweqx.com,15,1605,7,3,12,3,0,0,0.0,0.2,0,0,0,3,1,1.0,4
179,fwxhuubuguygbrp.ru,15,1662,7,4,11,3,0,0,0.0,0.26666666666666666,1,1,0,4,1,1.0,4
180,cjpmfjgundfssom.cn,15,1616,6,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,4,2,1.0,4
181,uvnfbblviosgiua.ru,15,1622,7,6,9,3,0,0,0.0,0.4,1,0,0,4,1,1.0,4
182,sdlbxcpmxoitpre.cn,15,1640,6,3,12,1,0,0,0.0,0.2,1,0,0,3,2,1.0,4
183,yhjqikloxgkqjfi.ru,15,1631,10,3,12,4,0,0,0.0,0.2,0,0,0,3,1,1.0,4
184,hgvajptwcdrytth.ru,15,1645,8,1,14,2,0,0,0.0,0.06666666666666667,0,0,0,3,1,1.0,4
185,fchyobfdnryqawb.cn,15,1609,7,2,13,3,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
186,wxfjrenqdesfnfx.cn,15,1635,8,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
187,wjotqcojmicamnv.com,15,1628,7,4,11,4,0,0,0.0,0.26666666666666666,0,0,0,4,1,1.0,4
188,utftfolgfvwvmwi.cn,15,1665,7,3,12,3,0,0,0.0,0.2,0,0,0,3,1,1.0,4
189,xjcmlmnvjfbmijf.cn,15,1607,8,1,14,1,0,0,0.0,0.06666666666666667,0,0,0,3,1,1.0,4
190,yybeillvtqfycve.ru,15,1650,7,3,12,3,0,0,0.0,0.2,0,0,0,3,1,1.0,4
191,jvpuhfjhcavxmjh.ru,15,1622,9,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
192,sbwbboninaemojw.com,15,1607,7,5,10,4,0,0,0.0,0.3333333333333333,1,0,0,5,1,1.0,4
